"Subject Code","Catalog Number","Description"
"WRIT","55473","Non-Human Rhetoric and Representation challenges students to reevaluate non-human actors by interrogating a variety of theoretical, literary and filmic texts, including theory, fiction, documentary, and children's literature.  Student cannot receive credit for ENGL 55473 and WRIT 30293."
"WRIT","55483","Prerequisites: Admission to the graduate program in English.  Drawing from scholarship that centers Black studies, critical composition/literacy studies, decolonization, queer of color critique, and feminisms of color, students will examine theories and examples of intersecting anti-racist pedagogies across multiple spaces in critical university settings. Student cannot receive credit for WRIT 55483 and ENGL 80753."
"WRIT","55493","Prerequisite:  ENGL 20803.  Critical examination of how digital authorship technologies impact and are changed by cultural identities, especially with inclusivity with regard to race, class, gender, sexual identity, and ability.  Student cannot receive credit for WRIT 55493 and WRIT 30893."
"WRIT","55503","Prerequisites:  ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT course.  A survey of the possibilities of writing for magazine publication and the construction of essays and articles for specific markets.  Student cannot receive credit for ENGL 55503 and WRIT 40253."
"WRIT","55613","This course examines the histories, theories, and practices of women's rhetorics from the classical era through the present.  Students will examine primary texts of women rhetors - essays, ordinary writing such as letters and autobiographies, and speeches, to name only a few - as well as secondary sources of those texts, paying particular attention to the ways gender, race, class, religion, place, sexual orientation, and politics shape sense of audiences, methods of invention, arrangement, choices of style, form, tone, and genre.  Student cannot receive credit for WRIT 55613 and ENGL 80613."
"WRIT","55623","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT/CRWT course.  Women's Rhetorics will explore the ways in which women use language t persuade in both public and private spheres. The course will use rhetorical theory to study a variety of primary texts by women representing a range of historical periods from Classical times to the present, with special attention to both traditional rhetorical genres (speeches, letters, sermons, editorials) and nontraditional texts (quilts, recipe books, blogs, performance art).  Student cannot receive credit for WRIT 55623 and WRIT 30663."
"WRIT","55633","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT/CRWT course.  Appropriation of the vocabulary, taxonomies, and strategies of classical and modern rhetoric for the purposes of critical inquiry into contemporary communication and behavior.  Student cannot receive credit for WRIT 55663 and WRIT 30243."
"WRIT","55733","Prerequisites: Writing majors and minors only; students must have junior or senior standing and must have completed one 30000-level ENGL/WRIT/CRWT course.  Introduces Writing majors and minors to a sustained, long-format research project over the course of the semester.  Students will examine and practice disciplinary conventions in the context of future career possibilities and/or graduate school by also preparing a professional portfolio designed for an external audience.  Student cannot receive credit for WRIT 55733 and WRIT 38063."
"WRIT","55743","Explores the complex relationship between new media, culture, and design, with particular emphasis on the production of mobile applications and eBooks publications.  Course emphasizes concepts in rhetoric, multimedia, and authorship in digital environments.  Students design and compose a variety of multimedia products incorporating print, image, and other modes.  Student cannot receive credit for WRIT 55743 and WRIT 40363."
"WRIT","55753","Prerequisites: ENGL 20803.  Explores the complex relationship between new media, culture, and design, with particular emphasis on comics and graphic narratives.  Course emphasizes concepts in rhetoric, multimedia, and authorship in print and digital environments.  Students design and compose a variety of multimedia projects incorporating image and text (drawn and digitally manipulated).  Student cannot receive credit for WRIT 55753 and WRIT 40463."
"WRIT","55763","A study of the major authors and theories about language and its relationship to culture and technology from antiquity to the present day."
"WRIT","55773","A workshop for the student who wishes to learn how to write in a specific academic discipline or in a profession.  Student cannot receive credit for WRIT 55773 and ENGL 60203."
"WRIT","55783","Exploration of major issues in literacy history, theory, and research.  Topics may vary.  Student cannot receive credit for WRIT 55783 and ENGL 80713."
"WRIT","55973","Prerequisites:  ENGL 10803, 20803, and at least one 10000- or 2000-level ENGL/WRIT/CRWT course.  Directed Study in Writing."
